"user","country","ms_feat","app_use"
"db149a6d","France","1",82
"feaf70a5","France","0",66
"bab931ef","France","1",106
"400324a2","France","1",117
"41e86450","France","0",67
"dbb460e5","France","0",65
"09a64c0e","France","1",90
"7ad5bcd2","France","1",NA
"387b4ef0","France","0",52
"66a33a75","France","0",64
"f292bde0","France","0",61
"043e1747","France","1",NA
"a8d71dce","France","1",80
"4ed22aeb","France","0",75
"e105728b","France","1",99
"c815b842","France","0",60
"493ec834","France","0",89
"5982c945","France","0",57
"96750003","France","1",105
"54cc704e","France","1",97
"0cfaa44d","France","0",85
"24da6dd0","France","1",77
"02a72eb5","France","0",69
"05884b36","France","0",70
"781c086f","France","0",86
"ae2d486a","France","0",69
"33088814","France","0",81
"c70bc350","France","0",58
"dc4a3334","France","0",62
"ecd07408","France","1",100
"2f400d4c","France","1",105
"690f63f5","France","0",103
"fd7df891","France","1",90
"a95e0f22","France","0",56
"1b6efc50","France","0",57
"812d83df","France","0",67
"c540d8ae","France","1",84
"5b00c198","France","0",86
"bdeaa5b8","France","1",102
"8506199d","France","1",NA
"73859060","France","0",74
"a358af02","France","0",76
"2fad5490","France","1",88
"33122db6","France","1",96
"8dcf0b95","France","1",88
"d582c4a5","France","1",101
"99f44608","France","0",49
"23a113e6","France","1",92
"b264559d","France","0",65
"2a8424f8","France","1",91
"cae9fda4","France","1",83
"185510dc","France","0",81
"eff5aeba","France","0",69
"27f91b73","France","0",43
"f4cfe4ec","France","1",63
"e09c45e4","France","0",71
"d6d2e9fa","France","0",61
"15ec6021","France","1",88
"abbe2db6","France","0",60
"41bbb024","France","1",117
"3f3e9163","France","1",83
"bca5ee47","France","1",93
"8566cafa","France","1",90
"e5a68357","France","1",78
"3ccc02e9","France","1",97
"ad181ee2","France","0",70
"1cc47fcb","France","1",94
"47bb9711","France","0",68
"8c43e660","France","1",84
"59200e4c","France","0",59
"a0f09281","France","1",72
"25996605","France","1",104
"47b9a0d6","France","0",79
"3a4df031","France","1",91
"de213327","France","1",103
"528a7b0d","France","0",68
"52e5b85c","France","1",83
"272134f1","France","0",54
"d4dac8d2","France","0",69
"8a09e2fb","France","1",107
"34c61f32","France","1",78
"3ed47319","France","1",83
"685a1fcc","France","0",82
"84ea3db4","France","1",105
"759f5f3b","France","1",NA
"749049a5","France","1",92
"c3e1eea9","France","1",112
"911e3abd","France","1",67
"8d87a4ff","France","1",101
"c729b169","France","1",94
"31789199","France","0",77
"e6ee27d5","France","0",58
"60c40f27","France","1",88
"0636f2a3","France","1",103
"00fe05e6","France","1",110
"603a0188","France","1",91
"feefa397","France","0",66
"50778c4f","France","0",NA
"e1862544","France","1",115
"bab2d351","France","0",67
"803cff99","France","0",68
"40297d0d","France","0",77
"31bc8109","France","1",78
"580faa52","France","1",81
"b9053ca0","France","0",60
"573b3011","France","1",100
"88162192","France","0",59
"5a4dce0d","France","1",91
"4c397c79","France","1",93
"094037be","France","0",54
"20ce2d86","France","1",87
"d0b99324","France","1",92
"626dd88a","France","0",79
"f3f94a96","France","1",103
"cba2c713","France","0",56
"c2624a34","France","1",82
"5709a994","France","1",96
"3858c13c","France","1",102
"1f502142","France","1",88
"9056d0d9","France","0",83
"28868de7","France","1",109
"3001f848","France","1",86
"c3ac4299","France","0",65
"e1ea81f0","France","0",78
"5649db6a","France","0",63
"d870fe28","France","0",68
"69aee64a","France","0",63
"ab47ba5b","France","1",81
"4763a48a","France","1",100
"8cd2a232","France","1",76
"5aef90ae","France","1",87
"bea5fd4b","France","1",88
"b634d4d0","France","1",88
"60bd9e6a","France","1",89
"e6a03ae4","France","1",84
"f21348b4","France","1",83
"f89daaba","France","0",75
"46577dd2","France","1",90
"253db1da","France","0",65
"377a6e9e","France","0",81
"9936a819","France","1",82
"5f930e88","France","0",NA
"d2fd7340","France","1",88
"adafaf9c","France","0",34
"542af495","France","0",65
"ba816a6e","France","0",64
"43483597","France","0",89
"496bbc27","France","0",82
"0ffb54f5","France","0",76
"e0f9cd06","France","1",82
"94765cb6","France","0",62
"f8c5baa0","France","1",102
"043527a5","France","0",74
"42ad930b","France","0",59
"812fb1ff","France","0",52
"19e67d2c","France","0",NA
"20c10775","France","1",91
"af9d7778","France","1",118
"244991cf","France","0",82
"22e6158b","France","0",72
"3f68ca13","France","1",80
"61a50900","France","0",79
"51bad3a3","France","1",85
"9d8b49ac","France","1",100
"93bc1fe4","France","1",85
"9f304d17","France","1",70
"4f976d07","France","1",96
"fa6ad061","France","1",100
"6975b7af","France","1",94
"7276286b","France","1",97
"873a06d8","France","1",81
"f75d9968","France","1",NA
"8caa57ed","France","0",83
"ce52b769","France","0",63
"039e651d","France","0",72
"f5ba1314","France","0",60
"137ee033","France","0",61
"e89104f9","France","1",91
"cf7b9ccd","France","1",90
"57f09a07","France","0",49
"5fc09e03","France","0",51
"0b3aee1f","France","0",60
"fd921703","France","1",75
"6588df58","France","0",66
"439cf836","France","0",75
"84d1cc98","France","1",77
"75ca2704","France","1",94
"a89b5332","France","1",96
"ec53c9d4","France","1",107
"968ef0f2","France","1",97
"a34c57dd","France","0",68
"d5e846dd","France","1",122
"58f4258a","France","1",84
"fdf797f0","France","0",77
"43cc252c","France","1",82
"c10ba1ea","France","0",65
"c8f1d53b","France","0",68
"64e55a74","France","0",81
"39c82226","France","1",129
"ee91233f","France","0",85
"161c24df","France","0",57
"78de8d83","France","0",83
"c614cf97","France","0",54
"ca0bed64","France","0",61
"cc4e1b2f","France","0",NA
"7bacb328","France","1",75
"0187a73f","France","0",61
"2535d0ae","France","1",105
"7afae12a","France","1",112
"66bbac3e","France","1",95
"df611922","France","1",89
"35c0ebe1","France","0",NA
"0c11682e","France","1",93
"7a3802e0","France","1",98
"3a0c3dd2","France","0",67
"b25a31bb","France","1",78
"322c54bf","France","0",78
"34c5c7f9","France","0",59
"82a072bf","France","1",81
"3a916e3b","France","0",80
"1149d4e1","France","1",111
"900709f7","France","0",71
"9abd05a4","France","1",97
"46610ead","France","1",85
"ae22a7a3","France","0",82
"71c983bb","France","0",65
"53202195","France","0",50
"b1fcd3b1","France","1",82
"fd599f63","France","0",61
"232bec87","France","0",69
"8c3f7428","France","1",71
"74173818","France","0",77
"5ea08892","France","0",66
"eb13d0be","France","1",116
"00211dce","France","0",63
"c6ff74de","France","1",104
"f705cef7","France","0",43
"994d5ada","France","1",85
"c2a00271","France","1",86
"254c1c8b","France","1",73
"392b6c52","France","0",67
"1b1cf863","France","0",62
"4e487ed6","France","0",66
"7ba377f4","France","0",70
"619beae7","France","0",64
"8bf80db1","France","0",NA
"d32429db","France","0",52
"844752b1","France","0",62
"f08aec51","France","0",81
"e87fd480","France","0",NA
"93ac487b","France","0",50
"84c777ea","France","0",51
"e3cf1c76","France","1",92
"9c1842c8","France","0",62
"143a50d1","France","1",90
"4046d9db","France","1",111
"fedc03a6","France","1",108
"8a02dc10","France","0",48
"b2f34d5a","France","1",88
"4dedf545","France","0",45
"966c4b5c","France","1",NA
"fcc1f6f5","France","1",92
"2f279c05","France","1",105
"a9c8a804","France","0",62
"15d2e516","France","1",73
"e06198de","France","1",69
"d7511b11","France","1",93
"bbeae767","France","0",71
"9a2e2ae9","France","1",83
"96fe5281","France","0",78
"f492e523","France","1",94
"655c4340","France","0",63
"c85ec629","France","1",111
"5869c8f4","France","0",70
"e2da0723","France","0",75
"b06d799b","France","1",91
"3e1873ec","France","0",75
"93407603","France","1",77
"c26de76d","France","0",63
"6423dba5","France","0",48
"5e0b8c78","France","0",64
"89c1c6b2","France","0",54
"b0c6eeb2","France","0",63
"768a149f","France","1",98
"6a91a201","France","0",68
"6d1c1e8e","France","0",NA
"d327487f","France","0",66
"a4b6428a","France","0",77
"c8a2f937","France","0",44
"d0f3b47e","France","0",78
"ac79e710","France","1",90
"fa41ead3","France","0",71
"6040264f","France","1",78
"3457aec7","France","1",103
"5a4e93df","France","1",101
"b20cb128","France","1",99
"44f8a28c","France","1",117
"1334d70b","France","1",85
"124a968f","France","1",93
"e3f2f626","France","0",73
"e9f12a8b","France","1",109
"d366eca1","France","0",44
"afa3ef72","France","0",59
"29d21d01","France","0",85
"1806df32","France","0",62
"f4c9780d","France","1",NA
"943e13b5","France","0",51
"e04f5d4c","France","1",71
"acfd103e","France","1",95
"79672c5a","France","0",74
"323cc0b2","France","1",88
"96fd0187","France","0",66
"ac2766a5","France","1",80
"c3f5ad68","France","0",72
"40a034db","France","1",103
"d074c958","France","0",38
"bbd537cc","France","1",77
"72e1d60f","France","1",NA
"5aa7fbfd","France","1",107
"efd7ed30","France","0",80
"2e3f2f27","France","1",84
"f5008f7c","France","0",91
"03b78aed","France","0",NA
"f202bb94","France","1",90
"bf3cd72f","France","1",77
"2766adab","France","0",65
"72103935","France","1",89
"8916ae7f","France","1",117
"c208316a","France","0",78
"49d24d82","France","0",94
"75728f93","France","1",96
"79292f40","France","0",62
"675e7a7d","France","1",108
"4d7a5cd0","France","0",52
"301a249e","France","0",68
"ac54a53c","France","0",82
"1f0c9d6b","France","0",51
"99d23fbf","France","0",83
"7fa90346","France","1",102
"fe99da97","France","1",84
"9874b34d","France","1",103
"4c55459e","France","0",88
"16109e9b","France","0",85
"e88ad68b","France","1",86
"9f839fbf","France","1",NA
"196067bd","France","1",54
"690127dc","France","0",72
"84a90e88","France","0",53
"d13fefcb","France","1",105
"56e196a5","France","0",77
"e31ff378","France","1",94
"006a90e4","France","0",70
"8e9173b5","France","0",73
"071578c3","France","0",NA
"6a4d8e8b","France","1",82
"8e3a28a8","France","0",88
"bafc60b3","France","0",91
"443bed2e","France","1",90
"24ef9017","France","0",76
"d99451e8","France","0",93
"49344e8c","France","0",54
"f7356f29","France","0",31
"38ee827b","France","1",105
"a6150ec5","France","0",52
"c96491c4","France","0",49
"8d7b5b70","France","1",NA
"7105df01","France","0",70
"d0442b2f","France","0",57
"0cc18ad2","France","0",56
"587791cc","France","0",63
"3a2ca9b0","France","1",88
"df1d2a70","France","0",63
"09a2b8d6","France","0",84
"49138e73","France","1",85
"1d3a7b76","France","0",77
"e594fbe4","France","0",69
"f23774a2","France","0",64
"a7079998","France","1",111
"7134a55c","France","1",110
"ac735c08","France","0",49
"c96e9c5a","France","1",115
"d3c129a3","France","0",74
"f35c21e2","France","0",64
"1752e0da","France","0",54
"ac5e4e70","France","0",79
"1d17e1f8","France","0",78
"0cd341fd","France","0",67
"1cd06ba2","France","1",84
"001d2000","France","1",100
"539151c5","France","1",103
"9baca685","France","1",93
"c2d0e708","France","1",68
"6820f049","France","1",94
"d3bef2cf","France","0",56
"acf259e6","France","1",89
"03841ec1","France","1",94
"35ce4057","France","0",58
"923ea362","France","0",88
"7fa92142","France","1",116
"0abb485c","France","0",58
"cb526a7a","France","0",80
"1d39fc6e","France","1",75
"74d9b1e6","France","1",103
"347e4c5c","France","0",54
"b5d07232","France","1",111
"b7f10ecc","France","0",70
"fe24a559","France","1",94
"58291e4c","France","1",90
"ed0121d5","France","0",55
"5f2f64ad","France","1",81
"7781612a","France","0",89
"3ec2e06b","France","1",95
"a3d8e7ea","France","0",72
"4d1362fd","France","0",54
"a9a10274","France","0",70
"7b1c0fa5","France","0",83
"87af2f8f","France","0",79
"b6337c28","France","0",78
"1115104c","France","0",53
"f8b40caa","France","1",121
"b0cff07f","France","0",70
"34e3295f","France","0",67
"336bdbec","France","0",71
"ca45b3aa","France","0",72
"5c93fdba","France","1",86
"433b8c54","France","0",49
"70b5bd1b","France","1",101
"9e249c20","France","0",69
"7c6e8221","France","0",70
"07678636","France","0",67
"b488e6da","France","1",85
"ee8d83a0","France","1",86
"7e5a2e8c","France","1",115
"58c5403e","France","1",89
"298c7302","France","1",76
"408e4fdd","France","1",95
"e2632e53","France","1",104
"6ec28e4d","France","1",97
"b02ab355","France","1",86
"e4a9e37c","France","0",30
"8071db26","France","1",78
"c4ea209f","France","1",76
"62477c82","France","0",78
"eabfb342","France","0",69
"391ce68c","France","0",NA
"1743142e","France","1",81
"ac71adc1","France","1",78
"e00fc1b4","France","0",78
"dbadce3d","France","1",92
"639572e8","France","0",66
"7bda4f53","France","0",61
"18893b60","France","1",90
"fe76102a","France","1",120
"1b880b63","France","1",101
"04fb5f67","France","0",79
"3a7ef54e","France","1",113
"0a7e1292","France","1",NA
"96366f16","France","0",83
"dd54c5c5","France","0",33
"ed22f2df","France","0",83
"762d651c","France","0",85
"83500745","France","1",80
"ed81a32d","France","1",101
"911ad92a","France","1",99
"08b3a828","France","1",86
"17ba9524","France","0",77
"c65adeb0","France","1",82
"fdf74931","France","1",91
"ad8f0478","France","0",67
"6b2a5adc","France","1",NA
"91de6ff2","France","1",90
"3d18b5a6","France","0",87
"70b1569c","France","0",65
"b7ae3924","France","1",100
"0118f14f","France","1",91
"22f94419","France","0",63
"41fcf89d","France","1",79
"1fbd98f8","France","1",81
"21b4fbd9","France","0",74
"58d7c4c3","France","1",85
"4e2df11a","France","0",74
"23d38e16","France","1",109
"04f8ce4c","France","0",71
"dba2a567","France","0",68
"1f935c79","France","1",93
"9523196c","France","1",89
"fa2faa09","France","0",57
"bdb37337","France","0",62
"8cdaf3c8","France","1",72
"ccb7e59b","France","0",66
"2018faa1","France","1",NA
"40df51b9","France","1",102
"9def12db","France","1",56
"8fd23e51","France","0",50
"700b5eb0","France","0",65
"7e901de7","France","1",98
"629e65cb","France","0",80
"a6c11bab","France","0",64
"3d393ddf","France","0",75
"f959da19","France","1",94
"053c2aab","France","0",63
"8daf3397","France","0",55
"5a1341c3","France","0",65
"c62914c1","France","0",72
"13534783","France","0",67
"c1bb82f3","France","1",91
"94284369","France","0",61
"231d94c3","France","1",104
"e417315c","France","0",80
"4b631bcd","France","1",94
"f3b170b9","France","1",73
"2b415316","France","0",59
"d81c3371","France","1",99
"d72ea111","France","1",100
"8c36b0f3","France","0",91
"d86ef8c6","France","1",93
"c4cfff5b","France","0",64
"03f6a764","France","0",68
"c1195293","France","1",80
"4a7ec28a","France","0",59
"6f66853f","France","1",78
"10e6c7b6","France","0",91
"7c47c8b3","France","0",81
"7a9cf08d","France","1",87
"b9607b23","France","0",63
"d7b6a1d1","France","0",72
"33eae0f3","France","0",78
"24caaf83","France","0",74
"d02e8582","France","0",48
"0275f929","France","1",98
"2954f894","France","1",NA
"2b9ea835","France","0",57
"5b708438","France","0",86
"2dd5e9d5","France","0",71
"b419bb96","France","0",52
"84243190","France","0",52
"8688bd02","France","1",84
"e3182c39","France","1",128
"709cfcf9","France","0",65
"3fc48794","France","1",103
"77de265b","France","1",96
"cc4a11e6","France","0",54
"3665b4c6","France","1",77
"f221b4b4","France","1",96
"45c1826f","France","1",104
"80c96691","France","1",96
"921aa8cf","France","0",44
"72b3bf4f","France","0",NA
"faeaa3d9","France","1",80
"77dd1ac5","France","1",91
"2fc7bc63","France","1",88
"6b482486","France","1",91
"a8d799aa","France","1",99
"4eeb38ed","France","0",72
"1f32509c","France","1",85
"9ccdf47d","France","0",72
"7441a05b","France","0",60
"110c9964","France","1",72
"a66eb17b","France","1",82
"cf8d0d9a","France","1",85
"df2be047","France","0",68
"1cb50bac","France","0",64
"874abff8","France","1",91
"234342a8","France","1",NA
"80ed1309","France","0",80
"0cacce44","France","0",72
"4c702451","France","1",113
"cef2dea7","France","1",112
"dc65324a","France","0",73
"790bcbc0","France","0",86
"e2b2c6d5","France","0",46
"7ee2ba00","France","0",49
"eb29b428","France","0",45
"e58059a7","France","1",87
"6fc26029","France","1",89
"6e83821d","France","1",90
"f707f105","France","0",76
"29001411","France","0",56
"01490783","France","0",83
"5797a485","France","0",67
"12ba44cc","France","1",112
"664fab3f","France","1",71
"01f4a05d","France","0",67
"35b4edb7","France","0",38
"c869f618","France","0",84
"bb6c558c","France","1",99
"26b59539","France","0",89
"96b3220f","France","0",70
"9c348ed0","France","0",95
"0d1b7d39","France","1",113
"3a5b2e4f","France","1",70
"c7a69c25","France","1",86
"a1d92298","France","0",71
"8385db20","France","1",90
"21ba81c6","France","0",81
"cc1e95d7","France","1",87
"0be54d1a","France","1",77
"7a27bb45","France","1",105
"68d98d7a","France","0",81
"6cade728","France","0",55
"06dc0a72","France","1",90
"d224b491","France","0",71
"a3d429d0","France","0",63
"61b91b81","France","1",83
"4b067f8e","France","1",109
"d2b38760","France","1",104
"f49e2cf1","France","0",62
"bbfa78cc","France","1",85
"b3706c5c","France","0",67
"eaece341","France","1",89
"f7c75cc8","France","1",82
"5a87533e","France","1",102
"319d8970","France","0",52
"b0f62ff6","France","1",95
"35285408","France","0",66
"983bbc99","France","0",79
"25048eb9","France","0",66
"c51f1b7e","France","1",100
"c2b0b15e","France","0",64
"72c6f8f8","France","0",85
"f2634983","France","0",76
"50add038","France","1",93
"a6d77fff","France","1",66
"211d65df","France","1",77
"d9952dc4","France","1",98
"ea07a8ec","France","1",78
"0191c411","France","0",85
"d743d94e","France","1",103
"04532950","France","0",72
"332748d3","France","1",72
"40a18a4f","France","1",85
"0174ad41","France","0",79
"5821e9ba","France","1",84
"dce82c6f","France","0",63
"e2a0e8c1","France","1",95
"94147225","France","1",93
"1558de5d","France","1",67
"ca12d2d6","France","1",84
"04687238","France","0",83
"193f52e5","France","1",100
"e5887930","Netherlands","0",69
"6ae211d9","Netherlands","1",84
"b2c058d6","Netherlands","0",76
"6c128b5b","Netherlands","1",75
"c29846ad","Netherlands","0",52
"13b9d4fc","Netherlands","0",85
"577f5fb9","Netherlands","0",NA
"aec8ea27","Netherlands","1",90
"999d532c","Netherlands","0",76
"4acd55a3","Netherlands","1",NA
"0fdec7f8","Netherlands","0",NA
"ea258b14","Netherlands","0",70
"0c4b7652","Netherlands","1",61
"868f678f","Netherlands","0",79
"a827a62f","Netherlands","0",62
"2be90feb","Netherlands","0",77
"e9fcb016","Netherlands","1",NA
"995cde79","Netherlands","1",60
"b4b749c6","Netherlands","0",50
"a0bfea57","Netherlands","1",95
"90664239","Netherlands","0",52
"2d6d9884","Netherlands","1",79
"9f67e87d","Netherlands","0",49
"5125de4d","Netherlands","0",71
"71ea3054","Netherlands","0",66
"02ff53ef","Netherlands","1",72
"a8a88610","Netherlands","1",80
"7944d75d","Netherlands","1",91
"3b0dffd0","Netherlands","0",83
"46dc8cd2","Netherlands","0",64
"f208b596","Netherlands","1",87
"a7dc8e4b","Netherlands","0",68
"aa202d8f","Netherlands","1",55
"fd80b928","Netherlands","0",65
"f191e896","Netherlands","1",77
"a1fe0f07","Netherlands","0",63
"ecb23879","Netherlands","0",89
"1f81f61d","Netherlands","0",80
"2d706f5a","Netherlands","0",56
"2163f00a","Netherlands","1",89
"4f173a51","Netherlands","1",83
"ee1a56d9","Netherlands","1",82
"d8bbcd6d","Netherlands","1",81
"fbf0dbe7","Netherlands","0",62
"69450569","Netherlands","1",76
"f62bce61","Netherlands","1",89
"b50e2ef0","Netherlands","1",92
"e5cc8d1f","Netherlands","1",78
"82af54b4","Netherlands","0",71
"8ca7d381","Netherlands","0",60
"a39fd6b2","Netherlands","1",69
"dac51099","Netherlands","1",101
"7b0ed4a1","Netherlands","0",85
"9d970a03","Netherlands","0",79
"f7ca09cc","Netherlands","0",54
"fb031c70","Netherlands","0",83
"695a5412","Netherlands","1",67
"676b4011","Netherlands","0",NA
"7775d2a7","Netherlands","0",78
"48456920","Netherlands","1",57
"f49e6efb","Netherlands","1",65
"ab7133e3","Netherlands","0",55
"48b9d63d","Netherlands","1",74
"44e8441e","Netherlands","1",80
"df4d9f19","Netherlands","1",87
"49ce24df","Netherlands","0",58
"878ce3c0","Netherlands","1",60
"29771466","Netherlands","1",66
"79f8c192","Netherlands","1",70
"7e2df6c7","Netherlands","1",78
"391f3c39","Netherlands","1",54
"b66adc6c","Netherlands","1",72
"31728a3d","Netherlands","1",77
"3b6d83e3","Netherlands","1",NA
"6106a979","Netherlands","1",88
"42d149fe","Netherlands","1",100
"978032a7","Netherlands","0",85
"9e2ccbf4","Netherlands","0",68
"df518fa3","Netherlands","0",74
"54587d28","Netherlands","0",69
"dbbcf147","Netherlands","1",77
"c3cf6cc9","Netherlands","0",58
"0d847e97","Netherlands","1",79
"b4b258a8","Netherlands","1",105
"7c9fd4a2","Netherlands","1",75
"a4315555","Netherlands","0",62
"6dc371a0","Netherlands","1",80
"9ffba86c","Netherlands","1",74
"ac9a1651","Netherlands","0",56
"1159ac39","Netherlands","0",55
"cd4765d9","Netherlands","0",73
"b100de5a","Netherlands","1",91
"72b61d97","Netherlands","1",68
"0ef7aed8","Netherlands","0",72
"4d7ff1a1","Netherlands","1",67
"e49c8467","Netherlands","0",57
"53343d5b","Netherlands","1",85
"6640df51","Netherlands","1",93
"22124e5e","Netherlands","1",49
"d99c689f","Netherlands","0",51
"6a0e69a8","Netherlands","0",50
"ed6611f6","Netherlands","0",57
"3f9662bc","Netherlands","1",63
"161a5847","Netherlands","1",47
"68f474ff","Netherlands","1",66
"b5035fd0","Netherlands","0",77
"376c0a25","Netherlands","0",69
"e3ba5f0b","Netherlands","1",78
"7a64780e","Netherlands","1",NA
"7f2a93fe","Netherlands","1",73
"890e43c2","Netherlands","1",87
"7dd0e8f1","Netherlands","0",64
"eeee771d","Netherlands","1",67
"55e31fb1","Netherlands","1",84
"1cfd6a21","Netherlands","0",90
"bc6a60ce","Netherlands","0",57
"3cb9762c","Netherlands","0",79
"46ce815d","Netherlands","1",NA
"46b38eaa","Netherlands","0",83
"b9efbc97","Netherlands","1",92
"b540480d","Netherlands","1",91
"a6be5944","Netherlands","1",62
"1a5a7c6d","Netherlands","0",108
"03ac2ef0","Netherlands","1",49
"cb8f2590","Netherlands","1",70
"08324278","Netherlands","0",100
"3506f7ad","Netherlands","0",84
"cfe73f19","Netherlands","0",66
"34d88ac3","Netherlands","0",67
"4ad10204","Netherlands","1",78
"80739fef","Netherlands","1",62
"2a48fb1b","Netherlands","1",100
"f5f81e70","Netherlands","0",62
"96a29227","Netherlands","1",79
"2c0f5c28","Netherlands","1",88
"79763ccb","Netherlands","0",66
"f2188e47","Netherlands","1",83
"66a7bf08","Netherlands","0",92
"f816f584","Netherlands","1",85
"1c34f8ae","Netherlands","1",86
"4dab965d","Netherlands","1",69
"edc06541","Netherlands","1",50
"1d1c65d6","Netherlands","1",81
"846bf027","Netherlands","1",78
"4af8ec99","Netherlands","1",66
"a2ac6cf0","Netherlands","1",80
"24c9feb7","Netherlands","1",84
"fd26ea82","Netherlands","0",61
"84fe0eb8","Netherlands","1",70
"d77d7296","Netherlands","0",68
"0448fbfb","Netherlands","1",77
"c8ef0042","Netherlands","1",83
"b0816a4b","Netherlands","1",61
"6fd9e21f","Netherlands","0",67
"fac5af00","Netherlands","1",68
"246f1253","Netherlands","1",60
"38cb31b5","Netherlands","0",63
"a048fae2","Netherlands","0",40
"418801ca","Netherlands","0",55
"8fb24dce","Netherlands","0",72
"01bb9894","Netherlands","0",85
"d5eedee8","Netherlands","0",65
"f702832d","Netherlands","0",88
"6733f8a3","Netherlands","1",63
"e4780348","Netherlands","1",53
"d091b1ba","Netherlands","1",77
"0e46d14d","Netherlands","1",71
"363acd3a","Netherlands","1",62
"c726bfe3","Netherlands","0",77
"bb4dda64","Netherlands","1",57
"13d88c50","Netherlands","0",64
"dd22ddc3","Netherlands","1",48
"ef4704d8","Netherlands","0",84
"0d23c8d2","Netherlands","0",57
"f5f20b91","Netherlands","0",59
"8528ac6b","Netherlands","0",NA
"58a01279","Netherlands","0",74
"245e979f","Netherlands","0",64
"a506c895","Netherlands","1",83
"ac2f7954","Netherlands","0",84
"3aea618a","Netherlands","0",70
"0e5d017f","Netherlands","1",61
"047d01e9","Netherlands","1",95
"63df97e6","Netherlands","0",70
"771ba0ec","Netherlands","0",71
"6b73b2e2","Netherlands","1",66
"c0e11b9c","Netherlands","0",83
"fcd344ed","Netherlands","0",84
"41f39565","Netherlands","0",61
"b0a314fc","Netherlands","1",52
"79c595a8","Netherlands","1",86
"a60b7327","Netherlands","0",68
"fc24de2a","Netherlands","0",70
"9dbf1546","Netherlands","1",81
"83209d5c","Netherlands","0",72
"02abd17a","Netherlands","1",77
"3b18cb3a","Netherlands","0",58
"23cfd301","Netherlands","1",90
"5ca913c0","Netherlands","1",59
"f906c2c6","Netherlands","1",66
"4bb3ed6e","Netherlands","1",63
"718c30a8","Netherlands","1",70
"b53972e6","Netherlands","0",59
"5381cbd2","Netherlands","0",61
"5c44dd3f","Netherlands","1",62
"629aa1fe","Netherlands","0",67
"c1fd09c4","Netherlands","0",66
"c1b52502","Netherlands","0",71
"c4033885","Netherlands","1",40
"f8ea6306","Netherlands","1",84
"5bcadacb","Netherlands","0",87
"05d4eb97","Netherlands","1",76
"6dd5a44a","Netherlands","0",82
"d0095078","Netherlands","0",71
"bfb4b13e","Netherlands","0",NA
"df5fd1a6","Netherlands","0",71
"9ba6c900","Netherlands","0",69
"46b11990","Netherlands","1",77
"5a2fa110","Netherlands","0",88
"7bc1aac8","Netherlands","1",69
"c539ff02","Netherlands","0",72
"6f8a85ac","Netherlands","0",67
"76fce79e","Netherlands","1",66
"93fbddd3","Netherlands","0",74
"e8bf0332","Netherlands","1",89
"074744ff","Netherlands","1",69
"cd717ab4","Netherlands","1",81
"c647e363","Netherlands","0",60
"3ea3a033","Netherlands","0",56
"cf0c293a","Netherlands","0",70
"d20b4c63","Netherlands","0",27
"c9e9d145","Netherlands","0",71
"dfde41f2","Netherlands","1",88
"7ff0480c","Netherlands","1",50
"ccfa8a7c","Netherlands","0",74
"7548c68f","Netherlands","0",55
"668e9a32","Netherlands","1",94
"aff6a3e4","Netherlands","1",65
"3a976fdf","Netherlands","1",77
"8f8d2ba5","Netherlands","0",40
"c7ead959","Netherlands","0",70
"cfc4b758","Netherlands","1",67
"751b35e1","Netherlands","0",77
"aaae8f6d","Netherlands","1",86
"8b1a76ff","Netherlands","0",76
"2785d2f6","Netherlands","0",56
"ebee0505","Netherlands","0",88
"ee942096","Netherlands","1",NA
"09055cdc","Netherlands","0",75
"32287483","Netherlands","1",85
"b4d02faf","Netherlands","1",100
"d935951a","Netherlands","0",53
"4dc47db1","Netherlands","1",56
"0f277744","Netherlands","1",65
"d04a2761","Netherlands","1",65
"84bfcfb9","Netherlands","0",49
"612b4ee1","Netherlands","1",77
"926245f6","Netherlands","0",48
"8e6789fe","Netherlands","0",63
"f94f0cb2","Netherlands","1",69
"445e4f7d","Netherlands","0",NA
"8ea2511d","Netherlands","0",44
"2ce2ab3b","Netherlands","0",99
"b5c9e47b","Netherlands","0",62
"220fd6c0","Netherlands","0",60
"c0ec2432","Netherlands","0",67
"b0983d0f","Netherlands","0",77
"c4c284be","Netherlands","1",85
"e5c5584e","Netherlands","0",98
"1cf27101","Netherlands","1",77
"292fcb46","Netherlands","1",75
"3bd8767b","Netherlands","1",72
"d68b8569","Netherlands","0",54
"541085ab","Netherlands","0",52
"335caa7d","Netherlands","1",89
"041b60ec","Netherlands","1",93
"3647d10b","Netherlands","1",77
"33e86830","Netherlands","0",79
"79e0aa5e","Netherlands","1",95
"d768d5f6","Netherlands","1",70
"41e90d5d","Netherlands","1",52
"884ae697","Netherlands","0",67
"58cfac23","Netherlands","0",62
"78689789","Netherlands","1",69
"0c622bf0","Netherlands","0",91
"c48e0b7c","Netherlands","1",62
"a4670b6e","Netherlands","1",65
"5dc12ed8","Netherlands","1",62
"b8aaed88","Netherlands","0",75
"98d39016","Netherlands","1",66
"acac7042","Netherlands","0",61
"58e40669","Netherlands","0",77
"90371f71","Netherlands","1",67
"acb3ee3e","Netherlands","0",72
"64111fe0","Netherlands","1",70
"699c59c5","Netherlands","0",75
"a81e4386","Netherlands","0",50
"9091089d","Netherlands","0",78
"2fda9ab4","Netherlands","1",68
"561d3edd","Netherlands","1",86
"02027f0b","Netherlands","1",73
"81eb4956","Netherlands","0",84
"e6b96f39","Netherlands","0",53
